recno,LQAC,Flag,OName,Nature,RAOdeg,DEOdeg,Source,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Plx,e_Plx,pmRA*,e_pmRA*,pmDE,e_pmDE,Ref,GAIA,z,Gmag2,BPmag,RPmag,umag_1,Bmag_1,Gmag1,Vmag,gmag_1,rmag_1,imag_1,zmag_1,Jmag,Kmag,W1mag,W2mag,W3mag,W4mag,S1_4,S2_3,S5_0,S8_4,S23,I1B,I2B,I3B,I1R,I2R,I3R,I1I,I2I,I3I,BMAG_1a,IMAG_1a,uMAG_1a,gMAG_1a,rMAG_1a,iMAG_1b,zMAG_1a,iers_name,source_id,Separation
120462,LQAC_110+015_001,3,J0721+1540,ICRF2,110.260056597,15.67860301,DR2,110.260057399,15.6786029289,0.404,0.317,0.043,0.446,0.771,0.86,-0.814,0.803,AB-D------KL-,DR12,,19.702,19.946,18.608,,20.51,19.73,,,18.69,18.15,,,,13.956,12.961,10.061,7.478,,0.182,,0.157,,0.7,0.8,0.9,0.5,0.5,0.7,0.1,1.7,0.4,,,,,,,,0718+157,3167942588763025408,0.00279523312315401
118718,LQAC_068-014_002,3,PKS 0432-148,ICRF2,68.579271314,-14.715377019,DR2,68.5792712757,-14.7153771114,0.232,0.208,0.559,0.413,-0.082,0.492,-0.747,0.442,AB--------KL-,DR12,1.899,19.66,20.054,18.92,,20.48,19.543,,,19.71,18.86,,,,15.915,14.927,12.525,8.86,0.201,0.492,0.281,0.263,,,,,0.2,0.8,0.3,,,,-27.197,-26.981,,,,,,0432-148,3174229325668533760,3.583669289051245E-4
118768,LQAC_069-012_003,3,PKS 0436-129,ICRF2,69.645920867,-12.850933105,DR2,69.6459209293,-12.8509330915,0.197,0.171,-0.206,0.316,0.683,0.433,-0.025,0.381,AB--------KL-,DR12,1.277,19.294,19.54,18.722,,19.21,19.117,,,18.77,18.24,,,,14.344,13.193,10.142,7.748,0.361,0.44,0.442,0.416,,,,,0.7,1.6,0.0,1.2,1.4,0.7,-26.012,-26.02,,,,,,0436-129,3174889234507053696,2.241529046816057E-4
118536,LQAC_065-015_001,3,J0420-1501,ICRF2,65.076639026,-15.024048942,DR2,65.07663891,-15.024049081,0.308,0.266,0.152,0.445,0.204,0.587,-0.107,0.496,AB--------KL-,DR12,1.178,19.547,19.669,19.057,,19.57,19.413,,,19.11,17.66,,,,15.236,14.065,11.306,8.652,,0.248,,0.245,,,,,0.1,0.9,0.8,1.1,0.6,0.3,-25.11,-26.278,,,,,,0418-151,3175522175248227200,6.42748161111716E-4
118924,LQAC_072-009_001,3,J0448-0935,ICRF2,72.206123905,-9.59208377,DR2,72.2061240222,-9.5920835296,0.111,0.106,-0.013,0.148,0.045,0.258,0.056,0.23,AB-------JKL-,DR12,,17.808,18.157,17.18,,18.69,17.728,,,18.05,17.12,,16.428,15.34,14.572,13.638,10.273,7.673,,0.169,,0.102,,,,,0.8,0.5,0.2,,,,,,,,,,,0446-096,3184832942791587584,9.602928607657127E-4
118288,LQAC_061-013_001,3,PKS 0403-13,ICRF2,61.39168079,-13.137136308,DR2,61.3916808556,-13.137136454,0.058,0.045,-0.014,0.089,0.055,0.1,0.02,0.08,ABC-----IJKL-,DR12,0.5706,16.79,16.889,16.387,16.88,17.45,16.624,17.17,,16.8,16.26,,15.613,14.122,12.32,11.205,8.776,6.631,4.0,0.696,2.5,1.236,,,,,,,,0.2,0.3,0.3,-25.298,-26.088,,,,,,0403-132,3188890454231856000,5.736489739721941E-4
118366,LQAC_062-012_002,3,PKS 0406-127,ICRF2,62.274040508,-12.646706613,DR2,62.2740404842,-12.6467067155,0.178,0.134,0.143,0.248,-0.279,0.297,0.467,0.223,ABC-----I-KL-,DR12,1.563,18.627,18.755,18.18,,18.42,18.662,18.5,,18.51,18.16,,,,15.175,13.764,10.634,8.002,0.6,0.385,0.37,0.366,,,,,0.8,0.9,0.2,0.4,0.3,1.7,-26.961,-26.367,,,,,,0406-127,3189020334043183360,3.7843342809923517E-4
118340,LQAC_061-012_003,3,PKS 0405-12,ICRF2,61.951795749,-12.193516487,DR2,61.9517957399,-12.1935166482,0.018,0.015,-0.092,0.027,0.017,0.034,0.035,0.026,AB------IJKL-,DR12,0.5726,14.507,14.615,14.227,14.93,15.53,14.493,15.35,,14.43,13.91,,13.755,12.572,10.945,9.909,7.229,4.843,2.368,0.655,1.99,0.706,,,,,0.9,0.5,1.1,1.0,0.0,0.0,-27.216,-28.44,,,,,,0405-123,3189105374395563264,5.810617395188135E-4
118133,LQAC_059-007_001,3,PKS 0355-079,ICRF2,59.430388619,-7.854046565,DR2,59.4303884962,-7.8540466646,0.124,0.092,-0.097,0.151,0.479,0.234,-0.266,0.18,AB-------JKL-,DR12,1.052,17.843,18.046,17.446,,17.57,17.744,,,17.51,17.37,,16.22,15.555,14.336,13.201,10.45,7.41,0.344,0.376,0.43,0.305,,,,,0.7,0.7,0.1,0.6,1.4,1.9,-26.987,-26.434,,,,,,0355-079,3195205877223249024,5.659986279736242E-4
118467,LQAC_063-006_007,3,J0413-0615,ICRF2,63.367664785,-6.250413079,DR2,63.3676650411,-6.2504144872,0.083,0.055,-0.106,0.122,-0.157,0.172,0.254,0.1,AB-------JKL-,DR12,0.1586,17.404,17.383,16.69,,18.47,17.439,,,17.29,16.96,,15.796,14.315,12.896,12.05,9.783,7.277,,0.069,,0.082,,,,,0.8,1.6,0.1,0.1,0.2,1.6,-21.229,-22.211,,,,,,0411-063,3196409601937332864,0.0051515689862789505
118362,LQAC_062-005_004,3,SDSS J04089-0529,ICRF2,62.248541483,-5.494594325,DR2,62.2485414508,-5.4945941276,0.43,0.413,0.194,0.557,1.438,0.892,-0.883,0.824,AB--E----JKL-,DR12,0.304,19.57,19.679,18.163,20.259,19.37,19.427,19.25,19.638,18.807,18.348,17.979,16.122,14.309,13.897,12.892,9.893,7.668,0.204,0.123,,0.174,,,,,0.1,1.0,0.3,0.1,0.2,0.0,-22.022,-22.689,-23.37,-23.38,-23.497,-23.713,-24.016,0406-056,3197456921122370688,7.199492390760546E-4
118645,LQAC_066-007_002,3,J0427-0700,ICRF2,66.858996824,-7.008684378,DR2,66.8589969175,-7.0086842113,0.34,0.245,0.492,0.48,0.092,0.693,-0.534,0.448,AB--------KL-,DR12,2.0,19.964,20.143,19.542,,20.69,19.936,,,20.28,18.72,,,,15.743,15.188,12.346,8.997,,0.345,,0.234,,,,,0.9,2.0,0.2,,,,,,,,,,,0425-071,3198931675454135936,6.866728645247489E-4
118575,LQAC_065-006_004,3,J0422-0643,RADIO+,65.544981008,-6.729258414,DR2,65.5449809289,-6.7292585813,0.091,0.064,-0.227,0.139,0.025,0.176,0.174,0.113,-B-------JKL-,DR12,0.2542,17.622,17.775,16.746,,17.57,17.762,,,16.46,16.6,,16.106,14.5,12.65,11.671,8.81,6.512,,0.095,,0.148,,,,,0.1,0.3,0.6,0.3,0.2,0.1,-23.396,-23.904,,,,,,0419-068,3199098045306661376,6.654174500225257E-4
118688,LQAC_067-004_002,3,J0431-0406,ICRF2,67.867035746,-4.107588732,DR2,67.8670357492,-4.1075887969,0.229,0.165,0.145,0.294,-0.13,0.479,-0.125,0.346,AB--------KL-,DR12,0.6278,18.675,18.718,18.311,,19.87,18.711,,,19.11,18.81,,,,14.949,13.886,11.425,8.184,,0.099,,0.13,,,,,0.3,0.3,0.5,,,,-23.039,-23.713,,,,,,0428-042,3204373605174936960,2.3374772108379028E-4
119302,LQAC_079-005_001,3,J0517-0520,ICRF2,79.367125669,-5.34467837,DR2,79.3671256957,-5.3446781607,0.258,0.205,0.249,0.31,0.529,0.551,-0.272,0.605,AB--------KL-,DR12,1.4144,18.962,19.212,18.369,,18.92,18.832,,,18.62,18.27,,,,14.769,13.431,10.513,8.337,,0.16,,0.146,,,,,1.5,0.5,0.6,,,,-27.192,-26.493,,,,,,0515-053,3208721928848872576,7.594338645155067E-4
119155,LQAC_076-004_001,3,S3 0503-04,ICRF2,76.463493136,-4.324060398,DR2,76.4634936202,-4.3240594354,1.14,0.681,0.836,1.109,-3.572,2.395,0.138,1.435,AB------I-KL-,DR12,1.481,20.621,20.614,19.646,,20.76,20.032,18.5,,19.81,,,,,15.227,14.195,10.581,8.533,0.21,0.128,0.66,0.159,,,,,0.9,1.7,0.3,,,,-24.692,,,,,,,0503-043,3212799364641782912,0.0038770330401725096
119455,LQAC_083-003_002,3,J0532-0307,ICRF2,83.031330263,-3.118621655,DR2,83.0313303599,-3.1186220664,1.015,0.974,-1.889,1.723,-1.374,2.218,5.58,2.295,AB--------K--,DR12,1.88,20.808,20.083,19.581,,22.25,20.827,,,20.42,,,,,15.015,14.025,10.944,8.162,,0.202,,0.183,,,,,,,,,,,-25.106,,,,,,,0529-031,3216726171637867136,0.0015215213802178117
119359,LQAC_080+001_001,3,J0522+0113,ICRF2,80.572781045,1.22532954,DR2,80.5727808973,1.2253299088,0.757,0.667,-2.3,0.787,1.19,1.209,-1.266,1.194,ABCD------KL-,DR12,2.941,20.034,20.327,19.255,,20.95,19.901,,,19.75,,,,,14.833,14.435,11.664,8.76,0.68,0.723,0.44,0.352,,,,,,,,,,,,,,,,,,0519+011,3222129545437092352,0.0014301979652044186
119085,LQAC_075-001_001,3,PKS 0458-02,ICRF2,75.303374515,-1.987293404,DR2,75.3033744787,-1.987293469,0.186,0.132,0.169,0.211,-0.238,0.446,0.596,0.293,ABC-----I-KL-,DR12,2.286,18.577,18.907,17.871,,19.06,17.869,18.4,,19.06,18.12,,,,12.762,11.654,8.912,6.409,,1.099,2.15,1.022,,,,,0.2,0.2,0.5,1.5,0.1,0.2,-27.526,-27.532,,,,,,0458-020,3225415440232384640,2.6799729745159424E-4
118947,LQAC_072-000_012,3,PKS 0447-010,ICRF2,72.428774796,-0.956209069,DR2,72.4287751492,-0.9562095615,0.579,0.382,0.645,0.777,-0.099,1.339,1.181,0.855,AB-------JKL-,DR12,0.487,19.744,19.776,18.666,,19.29,19.58,,,19.07,18.19,,16.088,14.506,14.433,13.421,10.405,7.658,0.47,0.131,0.35,0.21,,,,,1.5,0.9,0.3,0.3,2.1,0.8,-23.076,-23.773,,,,,,0447-010,3226661491848379392,0.0021817825281417115
118842,LQAC_070-000_004,3,PKS 0440-00,ICRF2,70.661086413,-0.295394553,DR2,70.6610864897,-0.2953944861,0.246,0.158,0.163,0.246,0.618,0.556,-0.286,0.385,ABC-----IJKL-,DR12,0.844,18.702,18.86,18.212,16.32,17.37,18.564,17.0,,18.19,18.74,,16.184,14.462,13.358,12.283,8.938,6.562,2.0,2.195,1.17,1.292,,,,,0.1,0.2,0.4,,,,-26.507,-24.59,,,,,,0440-003,3229995726499080192,3.663378275265238E-4
119067,LQAC_074+002_003,3,PKS 0457+024,ICRF2,74.966877759,2.491993489,DR2,74.96687777,2.4919934086,0.198,0.144,-0.242,0.294,-0.593,0.457,-0.264,0.293,ABCD----I-KL-,DR12,2.384,18.821,18.938,18.365,,18.73,18.762,19.4,,18.05,18.34,,,,15.77,14.624,10.952,8.039,1.8,1.79,1.19,0.597,,0.0,0.1,0.2,0.7,1.0,1.0,0.8,0.9,3.3,-27.973,-27.41,,,,,,0457+024,3232135479206637312,2.922820495793563E-4
119249,LQAC_078+001_001,3,J0513+0100,ICRF2,78.416802194,1.006015068,DR2,78.4168021493,1.0060150824,0.182,0.15,0.118,0.265,1.264,0.485,-0.801,0.357,ABCD------KL-,DR12,2.677,18.831,19.032,18.356,,19.81,18.745,18.94,,19.31,18.92,,,,15.726,14.882,11.556,8.813,,0.573,,0.342,,,,,0.8,0.3,0.3,,,,-27.594,-27.166,,,,,,0511+009,3233903051524206208,1.6889656227695078E-4
119408,LQAC_081+003_001,3,PKS 0524+034,ICRF2,81.8862727,3.52542129,DR2,81.8862725666,3.5254212317,0.396,0.349,-0.384,0.636,0.548,1.138,-0.541,1.231,ABCD-----JKL-,DR12,0.509,19.412,20.0,18.689,,18.99,19.199,18.61,,18.31,17.47,,16.165,14.178,14.215,13.037,9.925,7.342,0.45,0.457,0.4,0.563,,1.2,0.1,0.3,0.8,1.2,0.6,0.2,0.4,0.2,-23.878,-24.773,,,,,,0524+034,3236055581757581952,5.23142843168483E-4
119148,LQAC_076+004_002,3,RXS J05055+0416,BL LAC,76.394871479,4.265159061,DR2,76.3948720477,4.2651611013,0.122,0.089,-0.506,0.165,-1.173,0.298,0.354,0.219,-B-------JKL-,DR12,0.0272,17.866,18.099,17.044,,17.71,17.82,17.62,,16.94,16.76,,15.451,13.915,13.14,12.555,10.538,8.449,0.155,0.036,0.112,0.032,,1.2,0.3,0.4,1.0,0.5,0.4,0.3,0.2,0.3,-18.008,-18.715,,,,,,0502+041,3238562403846092288,0.007623541127628061
119147,LQAC_076+004_001,3,PKS 0502+049,ICRF2,76.346603014,4.995201275,DR2,76.3466029995,4.9952011953,0.113,0.086,0.089,0.155,0.201,0.259,0.014,0.211,ABCD-----JKL-,DR12,0.954,17.808,18.081,17.253,,17.31,17.493,18.07,,17.63,18.08,,16.786,15.494,13.108,11.934,8.347,5.858,0.62,0.849,0.67,0.702,,0.0,0.1,0.2,0.3,0.1,0.5,0.3,0.7,0.4,-27.01,-25.563,,,,,,0502+049,3239036598297420032,2.914481499131979E-4
119199,LQAC_077+005_001,3,MG J0509+0541,ICRF2,77.358185305,5.693148157,DR2,77.3581852583,5.6931481661,0.037,0.028,-0.103,0.043,-0.078,0.068,-0.015,0.048,ABCD-----JKL-,DR12,0.15,15.322,15.751,14.665,,15.91,15.096,14.86,,15.19,14.4,,12.713,11.079,10.616,9.731,7.308,5.233,0.525,0.564,1.026,0.627,,0.9,0.3,0.9,0.6,0.1,0.1,0.9,1.0,0.4,,,,,,,,0506+056,3239205274549727488,1.7031715294352535E-4
119038,LQAC_074+004_001,3,PKS 0454+039,ICRF2,74.196561378,4.014707421,DR2,74.1965613238,4.0147074784,0.06,0.044,-0.062,0.076,-0.049,0.137,0.122,0.085,ABCD----IJKL-,DR12,1.345,16.693,16.852,16.265,15.95,16.76,16.629,16.53,,16.36,16.3,,15.697,14.765,13.545,12.339,9.392,7.165,0.331,0.352,0.43,0.357,,1.6,0.1,0.8,0.9,0.8,0.5,1.1,0.5,0.3,-28.339,-27.957,,,,,,0454+039,3239286500971869056,2.839117812707164E-4
119100,LQAC_075+006_001,3,PKS 0459+060,ICRF2,75.564358083,6.15208168,DR2,75.564357932,6.1520815843,0.227,0.146,0.193,0.324,1.12,0.555,0.011,0.287,ABCD------KL-,DR12,1.106,18.604,18.768,17.93,,19.27,18.508,18.51,,18.33,17.83,,,,14.421,13.28,10.292,7.751,0.79,1.185,0.86,0.725,,0.0,0.3,0.1,0.6,0.2,0.6,1.1,1.3,0.1,-25.579,-26.14,,,,,,0459+060,3240126901515662336,6.411466161166898E-4
119307,LQAC_079+006_002,3,PKS 0515+067,ICRF2,79.463934009,6.800891859,DR2,79.4639338001,6.8008913248,0.612,0.574,0.109,0.722,-0.966,1.189,2.426,0.964,ABCD------KL-,DR12,0.84,19.755,19.853,19.078,,20.47,19.801,,,19.21,,,,,14.832,13.644,10.874,8.087,0.439,0.81,0.924,0.482,,,,,,,,,,,-23.993,,,,,,,0515+067,3241191847246251648,0.0020629417690108042
119294,LQAC_079+007_001,3,J0516+0732,ICRF2,79.234853844,7.54812326,DR2,79.2348528925,7.548124925,0.415,0.348,0.64,0.489,0.46,0.774,0.419,0.696,AB-D---------,DR2,,19.66,20.045,18.768,,,,,,,,,,,14.179,13.525,10.651,8.174,,0.244,,0.103,,,,,,,,,,,,,,,,,,0514+074,3241315306082632064,0.0068889976145863965
118165,LQAC_059-003_001,3,J0359-0310,RADIO+,59.846705442,-3.176118231,DR2,59.8467043663,-3.1761166073,1.561,1.088,1.555,1.972,-3.214,3.53,-9.286,2.915,-B-------JKL-,DR12,,20.719,21.134,18.812,,21.1,20.619,,,19.12,18.49,,16.898,15.225,14.042,13.324,11.109,8.571,,0.061,,0.086,,,,,0.6,0.6,1.0,2.7,0.2,0.7,,,,,,,,0356-033,3246807568525516288,0.007008366157632929
117283,LQAC_054-001_010,3,PKS 0336-01,ICRF2,54.878907448,-1.776612252,DR2,54.8789074568,-1.776612296,0.067,0.041,-0.197,0.08,-0.168,0.161,-0.04,0.139,ABC-----IJKL-,DR12,0.852,16.743,17.033,16.041,17.33,18.15,16.857,17.6,,17.73,16.63,,16.048,14.492,12.588,11.41,8.594,6.139,2.15,2.182,2.82,1.958,,,,,0.5,0.4,0.6,,,,-25.932,-26.802,,,,,,0336-019,3250954002969129088,1.6154244274863453E-4
117236,LQAC_054-001_007,3,PKS 0336-017,ICRF2,54.754109304,-1.554890798,DR2,54.7541090742,-1.5548909431,0.307,0.211,-0.594,0.391,-1.595,0.671,-1.607,0.624,AB--------KL-,DR12,3.197,19.206,19.534,18.666,,19.95,19.048,,,18.5,17.61,,,,16.034,15.251,11.498,8.968,0.558,,0.3,0.245,,,,,,,,,,,-28.389,-28.913,,,,,,0336-017,3251020587845475328,9.780837314893882E-4
118598,LQAC_065-001_001,3,PKS 0420-01,ICRF2,65.815836366,-1.342518168,DR2,65.8158363671,-1.3425182199,0.381,0.217,-0.084,0.475,0.491,0.702,-0.395,0.454,ABC-----IJKL-,DR12,0.9161,19.412,19.485,18.679,18.02,18.34,18.823,17.76,,15.33,16.35,,15.439,13.693,11.506,10.362,6.66,4.23,1.6,2.709,3.7,3.218,,,,,0.7,0.8,0.3,,,,-26.088,-27.314,,,,,,0420-014,3254030122969225472,1.8705851189456388E-4
118616,LQAC_066+000_001,3,PKS 0422+00,ICRF2,66.195175254,0.601758158,DR2,66.1951752705,0.6017581447,0.038,0.026,-0.056,0.053,-0.229,0.078,0.096,0.045,ABCD----IJKL-,DR12,0.31,15.752,16.195,15.084,15.66,16.15,15.331,16.05,,16.42,15.38,,12.898,11.308,11.067,10.095,7.501,5.345,0.6,0.666,0.65,0.685,,,,,0.4,0.1,0.0,,,,-25.334,-25.722,,,,,,0422+004,3254893965448113024,7.639165157161629E-5
116356,LQAC_051+000_053,3,SDSS 1237666301630087209,ICRF2,51.99673139,0.739646515,DR2,51.996731369,0.7396463218,0.134,0.144,0.155,0.162,0.488,0.287,0.176,0.292,ABCDE----JKL-,DR12,1.3568,17.864,18.087,17.361,18.707,18.08,17.768,18.21,18.636,18.159,18.037,18.003,16.872,15.452,14.802,13.571,10.698,8.073,,0.244,,0.261,,,,,0.6,0.4,0.1,0.9,1.0,1.4,-27.244,-26.331,-27.113,-27.191,-27.606,-27.319,-27.622,0325+005,3264516749479380480,6.997407828938038E-4
115121,LQAC_048+001_003,3,PKS 0310+013,ICRF2,48.18168015,1.554879096,DR2,48.1816802729,1.5548789721,0.261,0.279,0.457,0.318,1.274,0.541,0.376,0.512,ABCD----IJKL-,DR12,0.664,18.977,19.012,18.394,,18.21,18.933,17.5,,17.83,16.35,,16.183,14.912,14.014,12.98,9.642,7.075,0.448,0.442,0.36,0.479,,,,,1.1,0.3,0.5,0.9,0.7,0.3,-25.208,-26.501,,,,,,0310+013,3267256805470541696,6.28131817418191E-4
118211,LQAC_060+004_001,3,CGRaBS J0401+0413,ICRF2,60.332970684,4.226224345,DR2,60.3329706402,4.2262242015,0.439,0.252,-0.171,0.476,0.512,1.151,0.639,0.626,ABCD-----JK--,DR12,0.306,19.626,20.01,18.638,,,20.263,,,19.92,,,16.63,14.375,13.011,11.922,8.965,6.565,0.103,,0.174,0.234,,,,,,,,,,,,,,,,,,0358+040,3272514390901363712,5.399945649099351E-4
118058,LQAC_058+004_001,3,J0354+0441,ICRF2,58.60053717,4.685351018,DR2,58.6005371367,4.6853514886,0.318,0.25,-0.258,0.383,0.615,0.719,0.815,0.679,AB-D------K--,DR12,3.263,19.404,19.74,18.785,,20.28,19.272,,,19.13,18.6,,,,15.39,15.148,12.533,8.71,,0.392,,0.243,,,,,,,,,,,-28.676,-28.198,,,,,,0351+045,3273173376323312128,0.0016982026307343148
118184,LQAC_060+005_001,3,TEX 0357+057,ICRF2,60.048897393,5.845311931,DR2,60.0488974172,5.8453118896,0.194,0.12,-0.179,0.243,0.227,0.451,-0.6,0.273,ABCD-----JKL-,DR12,0.761,17.911,18.16,17.419,,18.49,17.807,18.15,,17.76,17.33,,16.971,14.819,13.545,12.411,9.83,7.696,0.472,0.471,0.64,0.453,,1.1,0.0,1.3,0.6,0.4,0.9,0.9,0.6,0.2,-26.042,-26.208,,,,,,0357+057,3273735231061811328,1.7254930247612634E-4
118134,LQAC_059+005_001,3,87GB 03551+0533,ICRF2,59.442190272,5.708682904,DR2,59.4421901475,5.7086831104,0.48,0.361,0.203,0.606,3.275,1.145,-1.276,0.973,AB-D------KL-,DR12,2.17,19.752,19.962,19.11,,19.61,19.647,,,18.91,18.84,,,,15.867,14.597,11.146,8.594,0.105,0.249,0.264,0.205,,0.2,0.6,0.3,0.4,0.8,0.2,0.3,0.9,0.1,-27.551,-27.043,,,,,,0355+055,3273765222816745728,8.667603375265472E-4
116110,LQAC_050+004_003,3,J0323+0446,ICRF2,50.811345128,4.770159439,DR2,50.811344954,4.7701593185,0.169,0.145,0.182,0.187,-0.062,0.394,0.284,0.328,AB-D------KL-,DR12,2.322,18.182,18.337,17.71,,18.86,18.124,18.76,,18.42,18.18,,,,15.191,14.124,11.1,8.685,,0.114,,0.102,,0.3,0.5,0.0,0.7,0.4,1.9,0.1,1.1,0.3,-28.018,-27.615,,,,,,0320+045,3275614360856380544,7.600844324598691E-4
118608,LQAC_066+002_002,3,PKS 0421+019,ICRF2,66.035675164,2.073601157,DR2,66.0356750502,2.0736011966,0.091,0.053,-0.158,0.112,0.18,0.196,-0.175,0.096,ABCD----IJKL-,DR12,2.044,16.816,17.024,16.333,16.49,17.18,16.676,17.04,,16.51,16.24,,15.747,14.692,13.947,12.965,9.458,6.844,1.1,1.093,0.75,0.567,,0.1,2.1,0.3,0.7,0.0,0.4,0.6,0.5,0.3,-29.507,-29.3,,,,,,0421+019,3279872395729874432,4.333479099379385E-4
118593,LQAC_065+002_001,3,PKS 0420+022,ICRF2,65.717561074,2.324147517,DR2,65.7175609185,2.3241475084,0.46,0.292,-0.276,0.492,1.238,1.029,-0.03,0.608,ABCD------KL-,DR12,2.277,19.517,19.672,18.88,,19.48,19.405,,,18.69,18.31,,,,15.518,14.318,11.13,8.51,0.658,1.147,0.67,1.181,,0.8,1.7,1.2,0.8,0.6,0.7,1.0,0.8,0.8,-27.69,-27.606,,,,,,0420+022,3280071025081545088,5.602894145284452E-4
118607,LQAC_066+002_001,3,J0424+0226,RADIO+,66.010740392,2.445176042,DR2,66.0107402649,2.445175884,0.24,0.128,0.384,0.268,-0.976,0.53,0.374,0.256,-B-D------KL-,DR12,,18.128,18.298,17.687,,18.0,18.079,18.31,,17.41,17.64,,,,13.771,12.468,9.454,6.984,,,,0.149,,0.4,0.3,0.2,0.1,0.5,0.0,1.4,1.6,2.5,,,,,,,,0421+023,3280076179042032896,7.295537594555169E-4
118706,LQAC_068+005_001,3,3C 120,ICRF2,68.296231364,5.354338673,DR2,68.2962315121,5.3543387128,0.031,0.016,-0.032,0.035,-0.247,0.073,0.118,0.034,ABCD-----JKL-,DR12,0.033,14.595,14.964,13.763,14.95,11.84,14.048,12.78,,10.57,11.88,,12.667,10.578,9.284,8.27,5.349,2.883,,3.155,3.6,2.527,,1.4,0.6,1.4,0.3,2.6,1.8,0.4,0.5,1.9,-25.244,-24.415,,,,,,0430+052,3282513216501834880,5.496392225486312E-4
118633,LQAC_066+005_001,3,PKS 0423+051,ICRF2,66.65251711,5.305520099,DR2,66.652517045,5.3055200576,0.287,0.193,-0.193,0.333,-0.074,0.525,0.596,0.412,ABC-------KL-,DR12,1.333,19.088,19.354,18.45,,19.53,18.963,19.26,,18.33,17.94,,,,14.829,13.518,10.641,8.159,,0.573,0.56,0.328,,0.3,0.4,0.2,0.7,0.1,0.1,0.2,0.0,0.7,-26.539,-26.745,,,,,,0423+051,3284154130230317824,2.7658445320073304E-4
118447,LQAC_063+004_001,3,CGRaBS J0412+0438,ICRF2,63.159112927,4.635010016,DR2,63.1591124229,4.6350097526,0.697,0.423,0.45,0.843,0.113,1.807,0.205,0.875,AB-D-----JKL-,DR12,1.081,19.995,20.463,18.999,,21.24,19.861,,,19.35,18.95,,16.571,14.661,12.339,10.92,8.127,5.958,0.187,0.268,0.233,0.201,,0.2,0.5,4.4,0.7,0.0,0.1,,,,-25.127,-25.685,,,,,,0409+045,3284387673373402752,0.0020422381585457326
118617,LQAC_066+008_001,3,87GB 04222+0758,ICRF2,66.240011899,8.088146469,DR2,66.2400118997,8.0881465206,0.889,0.48,-1.273,0.901,-1.044,2.512,-2.355,1.194,AB--------K--,DR12,3.085,20.231,20.42,19.558,,20.84,19.982,,,19.31,,,,,16.438,15.571,11.862,8.474,0.135,0.238,0.131,0.335,,,,,,,,,,,-27.868,,,,,,,0422+079,3287043543709543296,1.8593764479458202E-4
119040,LQAC_074+006_001,3,4C 06.21,ICRF2,74.282124713,6.752016705,DR2,74.2821247188,6.7520166347,0.167,0.103,0.135,0.205,-0.838,0.442,0.087,0.206,ABCD-----JKL-,DR12,0.405,18.453,18.559,17.547,,19.41,18.384,18.68,,18.5,17.69,,16.539,15.035,12.973,11.906,9.085,6.552,0.45,0.39,0.6,0.387,,0.6,0.2,0.6,1.5,0.5,0.9,1.7,0.9,2.8,-22.594,-23.932,,,,,,0454+066,3288291317608309376,2.540684458309852E-4
119020,LQAC_073+006_002,3,J0455+0655,ICRF2,73.836303938,6.927464513,DR2,73.8363027436,6.927465905,0.73,0.504,-3.873,1.029,1.507,1.782,-2.85,1.239,AB-----------,DR12,,20.444,19.671,19.041,,,20.096,,,,,,,,14.368,13.954,11.778,8.509,,0.11,,0.087,,,,,,,,,,,,,,,,,,0452+068,3288498953507143680,0.006582572077645102
118936,LQAC_072+007_001,3,RX J04493+0728,RADIO,72.338210858,7.486304339,DR2,72.3382110688,7.4863045319,0.082,0.049,-0.056,0.101,0.408,0.191,-0.053,0.098,-B-------JKL-,DR12,1.462,16.825,17.138,16.285,,16.87,16.723,16.82,,16.34,15.7,,15.093,13.895,13.086,11.976,9.165,6.968,0.059,0.043,0.042,0.092,,0.9,1.1,0.3,0.7,0.4,0.1,0.0,0.3,0.0,-28.602,-28.796,,,,,,0446+074,3289021363265495680,0.001023752554162574
118873,LQAC_071+007_001,3,J0445+0715,ICRF2,71.255953037,7.264975998,DR2,71.2559531884,7.2649761878,0.525,0.298,-1.187,0.615,-0.943,0.98,0.575,0.711,ABCD------KL-,DR12,,19.944,20.019,18.966,,20.59,20.044,,,19.62,19.4,,,,15.526,14.452,11.705,8.125,,0.386,,0.228,,0.8,1.5,0.4,,,,,,,,,,,,,,0442+071,3289095266766508928,8.713225788306494E-4
119200,LQAC_077+010_001,3,J0509+1011,ICRF2,77.364404453,10.195722233,DR2,77.3644046432,10.1957222647,0.388,0.286,0.333,0.487,-0.62,0.825,-0.591,0.74,ABCD-----JKL-,DR12,0.621,19.458,19.686,18.645,,19.25,19.215,17.79,,17.9,17.65,,16.123,14.132,13.848,12.792,10.551,7.823,0.5,0.45,0.5,0.459,,0.5,0.1,0.8,0.8,1.1,0.8,0.6,1.6,1.9,-24.672,-25.311,,,,,,0506+101,3290923239207264384,6.836327350528456E-4
118915,LQAC_072+009_001,3,PKS 0445+09,ICRF2,72.090576696,9.847628031,DR2,72.0905769372,9.8476279196,0.347,0.214,-0.118,0.441,-0.574,0.816,0.192,0.487,AB------I-KL-,DR12,2.1083,19.35,19.994,18.413,,20.33,19.289,19.55,,19.05,,,,,14.55,13.665,10.353,7.837,0.914,0.163,0.53,0.3,,1.1,0.9,1.5,0.6,0.8,0.7,0.8,0.6,1.8,-26.981,,,,,,,0445+097,3292940155850196736,9.449211355741832E-4
